Source,Number,Content,Time,ConversationID,SIMCardID,Local,Reserved
From,RedBullM,"Przypominam, że jutro nastąpi pobranie opłaty cyklicznej za Twoją Subskrypcję Red Bull MOBILE. Zapewnij środki na karcie.",2024/08/10 08:01:07,25,1,,
From,RedBullM,"Subskrypcja Red Bull MOBILE została odnowiona. Jest ważna do 11.08.2024 i odnawia się co 30 dni. Zarządzaj swoją Subskrypcją w aplikacji Red Bull MOBILE www.redbullmobile.pl/app",2024/07/13 08:00:31,25,1,,
From,RedBullM,"Twoje konto zostalo doladowane kwota 30 zl. Nr ref. transakcji: 83230078. Stan konta wynosi: 30 zl (w tym specjalne: 0 zl). Stan konta sprawdzisz w aplikacji Red Bull Mobile www.redbullmobile.pl/app",2024/07/11 10:42:59,25,1,,
From,RedBullM,"Informujemy, że bezpłatny nr. Alarmowy to 112 dostępny we wszystkich krajach UE. Inne sposoby dostępu do służb ratunkowych dostępne są pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-numery-alarmowe  Informacje o systemach przekazywania ostrzeżeń publicznych dostępne są pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-ostrzezenia-publiczne",2024/07/10 17:36:49,25,1,,
From,RedBullM,"Zgodnie z regulacjami UE korzystanie z roamingu może podlegać dodatkowym opłatom w przypadku niestandardowego korzystania:  0,11 zł za minutę połączenia wykonanego, 0,11 zł za 10 minut połączenia odebranego, 0,12 zł za 10 sztuk wysłanych SMS, 0,07 zł za 10 sztuk wysłanych MMS, 8,45 zł za 1 GB transmisji danych. Ceny brutto. Więcej o Polityce Uczciwego Korzystania na www.t-mobile.pl/regulacje W roamingu możesz korzystać z usług Premium. Przypominamy, że usługi te mogą podlegać podwyższonym opłatom. Spis tych usług w strefie 1A znajdziesz pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-specjalne Przy korzystaniu z VoWiFi za granicą połączenia na numery krajowe będą rozliczane jak w Polsce, a na numery zagraniczne jak połączenia międzynarodowe z Polski. Szczegóły usługi znajdziesz na www.t-mobile.pl/c/volte-i-wifi",2024/07/10 17:36:41,25,1,,
From,RedBullM,"Red Bull MOBILE wita w kraju Czechy! Bezpłatnie korzystasz z SMS, MMS oraz połączeń wewnątrz Strefy 1A, w tym do Polski. Połączenia do pozostałych stref: do Strefy 1B: 0,99 zł za minutę, Strefy 2 i 3 : 4,90 zł za minutę. Transmisja Danych w ramach Twojego miesięcznego Limitu Danych UE jest bezpłatna. Po jego wykorzystaniu korzystaj dalej z Internetu w cenie  8,45 zł za 1 GB. Limit Danych i zużycie sprawdzisz bezpłatnie w aplikacji Red Bull MOBILE. Więcej szczegółów Biurze Obsługi pod bezpłatnym numerem +48604555555 oraz w aplikacji i na www.t-mobile.pl Życzymy udanego wyjazdu!",2024/07/10 17:34:34,25,1,,
From,RedBullM,"Przypominam, że już wkrótce nastąpi pobranie opłaty cyklicznej za Twoją Subskrypcję Red Bull MOBILE. Zapewnij środki na karcie.",2024/07/09 08:00:31,25,1,,
From,RedBullM,"Planujesz wakacje za granicą? Teraz prosty i tani roaming na świecie. Poznaj nowe niższe stawki na rozmowy, SMS-y, MMS-y i internet – 1 GB już za 49 zł. Możesz włączyć atrakcyjne pakiety internetu. Szczegóły sprawdzisz na stronie https://www.redbullmobile.pl",2024/06/19 12:10:12,25,1,,
From,RedBullM,"Informujemy, że bezpłatny nr. Alarmowy to 112 dostępny we wszystkich krajach UE. Inne sposoby dostępu do służb ratunkowych dostępne są pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-numery-alarmowe  Informacje o systemach przekazywania ostrzeżeń publicznych dostępne są pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-ostrzezenia-publiczne",2024/06/14 21:20:18,25,1,,
From,RedBullM,"Zgodnie z regulacjami UE korzystanie z roamingu może podlegać dodatkowym opłatom w przypadku niestandardowego korzystania:  0,11 zł za minutę połączenia wykonanego, 0,11 zł za 10 minut połączenia odebranego, 0,12 zł za 10 sztuk wysłanych SMS, 0,07 zł za 10 sztuk wysłanych MMS, 8,45 zł za 1 GB transmisji danych. Ceny brutto. Więcej o Polityce Uczciwego Korzystania na www.t-mobile.pl/regulacje W roamingu możesz korzystać z usług Premium. Przypominamy, że usługi te mogą podlegać podwyższonym opłatom. Spis tych usług w strefie 1A znajdziesz pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-specjalne Przy korzystaniu z VoWiFi za granicą połączenia na numery krajowe będą rozliczane jak w Polsce, a na numery zagraniczne jak połączenia międzynarodowe z Polski. Szczegóły usługi znajdziesz na www.t-mobile.pl/c/volte-i-wifi",2024/06/14 21:20:17,25,1,,
From,RedBullM,"Red Bull MOBILE wita w kraju Czechy! Bezpłatnie korzystasz z SMS, MMS oraz połączeń wewnątrz Strefy 1A, w tym do Polski. Połączenia do pozostałych stref: do Strefy 1B: 0,99 zł za minutę, Strefy 2 i 3 : 4,90 zł za minutę. Transmisja Danych w ramach Twojego miesięcznego Limitu Danych UE jest bezpłatna. Po jego wykorzystaniu korzystaj dalej z Internetu w cenie  8,45 zł za 1 GB. Limit Danych i zużycie sprawdzisz bezpłatnie w aplikacji Red Bull MOBILE. Więcej szczegółów Biurze Obsługi pod bezpłatnym numerem +48604555555 oraz w aplikacji i na www.t-mobile.pl Życzymy udanego wyjazdu!",2024/06/14 21:20:14,25,1,,
From,RedBullM,"Bezplatne uslugi VoWiFi i VoLTE zostaly aktywowane. Aby dzwonic, wysylac i odbierac SMSy i MMSy korzystajac z bezprzewodowej technologii WiFi i LTE wylacz i wlacz telefon.  Sprawdz czy telefon posiada najnowsza wersje oprogramowania. Wiecej informacji na www.redbullmobile.pl",2024/06/14 13:58:44,25,1,,
From,RedBullM,"Twoje Haslo do autoryzacji podczas kontaktu z nami to 50185218. Mozesz je zmienic bezplatnie w automatycznym serwisie Biura Obslugi Uzytkownika pod numerem 604555555.",2024/06/12 09:22:25,25,1,,
From,4603,"*POMOC POSTIZENYM: Budte v kontaktu s blizkymi a se zachrannymi slozkami. Do utery 17.9. mate neomezene volani a mobilni data po cele CR zdarma. Vas T-Mobile",2024/09/16 15:37:00,4,0,,
From,4603,"<#> Dobry den, pro prihlaseni do aplikace Muj T-Mobile Vam posilame jednorazovy kod: 887636. Pro Vase bezpeci svuj kod nikomu nesdelujte. Vas T-Mobile. aO6J0Guzjsc",2024/06/19 22:53:50,4,0,,
From,4603,"Hello, to log in to My T-Mobile with the number 604242416, use the code 676697. Do not share your code with anyone. Your T-Mobile",2024/06/19 22:40:45,4,0,,
From,4603,"Vitejte v Polsku. I tady mate hovory, SMS a MMS za ceny, jako kdyz doma volate nebo pisete na cisla mimo T-Mobile. I internet mate jako doma. Mate zapnutou sluzbu Data roaming limit. Vsechny ceny a podrobnosti najdete na bezplatne strance http://www.tmo.cz/dl. Tato stranka se Vam otevre, jen pokud nejste na wi-fi. Pro volani do CR pouzijte predvolbu +420, napr. Zakaznicke centrum: +420603603603. Volani na zakaznicke centrum a tisnovou linku 112 mate samozrejme zadarmo. Volani a SMS na mistni premiova cisla (napr. zabavne sluzby, souteze) mohou byt uctovany nad ramec vaseho tarifu, vice se dozvite na http://berecroaming.t-mobile.cz. Vas T-Mobile",2024/03/22 16:10:45,4,0,,
From,4603,"Dobry den, vase cislo bude 604242416. Aktivujete si predplacenou kartu s edici Ochutnavkova karta a pocatecnim bonusovym kreditem v hodnote 410 Kc. Vase predplacena karta obsahuje tarif Twist Standard, se kterym volate za 4,50 Kc/min do vsech siti v CR a SMS posilate jen za 1,90 Kc a data cerpate ve vysi 150 MB na 24 hodin za 12 Kc; max. rychlost stahovani 42 Mb/s; max. rychlost odesilani 5,76 Mb/s. Souhrn smlouvy naleznete v T-Boxu na strankach T-Mobile. Smlouva bude uzavrena na dobu neurcitou. Nastaveni sluzeb muzete provest v aplikaci Muj T-Mobile. Zpracovani osobnich udaju: Spolecnost T-Mobile bude zpracovavat vase osobni udaje v rozsahu telefonni cislo v souladu s platnymi pravnimi predpisy a po dobu nezbytne nutnou. Vice ke zpracovani osobnich udaju naleznete na www.t-mobile.cz/ochrana-udaju/zasady-ochrany-osobnich-udaju. Tak at se Vam u nas libi! Vas T-Mobile",2024/03/22 14:59:17,4,0,,
From,4603,"Dobry den, pro prihlaseni do Muj T-Mobile s cislem 604242416 pouzijte kod 202063. Svuj kod nikomu nesdelujte, at ho nikdo nemuze zneuzit. Vas T-Mobile",2024/03/22 14:10:12,4,0,,
From,4603,"Dobry den, pro prihlaseni do Muj T-Mobile s cislem 604242416 pouzijte kod 645272. Svuj kod nikomu nesdelujte, at ho nikdo nemuze zneuzit. Vas T-Mobile",2024/03/22 14:10:04,4,0,,
From,+48885886616,"Alert RCB: Warning! Heavy rainfall expected today and tomorrow (14/15.09). Risk of sudden river swelling. Prepare for possible flooding. ",2024/09/14 16:16:29,23,0,,
From,+48885886616,"Alert RCB:Warning! Heavy rainfall expected tonight and tomorrow (13/14.09). Risk of sudden river swelling. Prepare for possible flooding. Monitor weather alerts",2024/09/13 16:48:42,23,0,,
From,+48885886616,"Alert RCB:Warning! Heavy rainfall expected tonight and tomorrow (12/13.09). Risk of sudden river swelling. Prepare for possible flooding. Monitor weather alerts",2024/09/12 17:17:06,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms, strong wind and heavy rainfall expected today and at night (19/20.08). During the storm, seek shelter.",2024/08/19 08:59:28,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms and strong winds expected today and at night (18/19.08). Risk of power outages. During the storm, seek shelter.",2024/08/18 11:14:18,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms and strong winds expected today (16.07). Risk of power outages. During the storm, seek shelter.",2024/07/16 10:23:35,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms, strong wind, heavy rainfall and hail expected today, tonight and tomorrow (12/13.07). During the storm, seek shelter.",2024/07/12 12:45:31,23,0,,
From,+48885886616,"Alert RCB: Warning! Today (11.07) storms, hail, strong winds and torrential rain expected. During the storm, seek shelter.",2024/07/11 12:22:02,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms and heavy rainfall expected today and night (27/28.06). Risk of local flooding. During the storms seek shelter.",2024/06/27 12:52:19,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms and strong winds expected today and night (19/20.06). Risk of power outages. During the storm, seek shelter.",2024/06/19 12:06:21,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms, strong wind, heavy rainfall and hail expected today and tonight (10/11.06). During the storm, seek shelter.\r",2024/06/10 07:14:26,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms, strong wind, heavy rainfall and hail expected today and tonight (8/9.06). During the storm, seek shelter.",2024/06/08 20:53:03,23,0,,
From,+48885886616,"Alert RCB: Warning! Storms, strong wind, heavy rainfall and hail expected today and tomorrow (6/7.06). During the storm, seek shelter. \r",2024/06/06 15:56:28,23,0,,
From,ALERTRCB,"Uwaga! Dzis (21.08) prognozowane burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/08/21 10:57:34,15,1,,
From,ALERTRCB,"Uwaga! Dzis (21.08) prognozowane burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/08/21 10:56:23,15,1,,
From,ALERTRCB,"Uwaga! Dzis i w nocy (19/20.08) prognozowane burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/08/19 07:10:32,15,1,,
From,ALERTRCB,"Uwaga! Dzis i w nocy (18/19.08) burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia i przerwy w dostawie pradu. Zabezpiecz rzeczy, ktore moze porwac wiatr.\r",2024/08/18 10:03:36,15,1,,
From,ALERTRCB,"Uwaga! Dzis (17.08) burze z ulewnym deszczem i silnym wiatrem. Mozliwe podtopienia i przerwy w dostawie pradu. Zabezpiecz rzeczy, ktore moze porwac wiatr. ",2024/08/17 08:33:41,15,1,,
From,ALERTRCB,"Uwaga! Dzis (15.08) prawdopodobne burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/08/15 09:04:56,15,1,,
From,ALERTRCB,"Uwaga! Dzis (16.07) burze z gradem i silny wiatr. Mozliwe przerwy w dostawie pradu. Zabezpiecz rzeczy, ktore moze porwac wiatr.\r",2024/07/16 10:13:12,15,1,,
From,ALERTRCB,"Uwaga! Dzis, w nocy i jutro (12/13.07) prawdopodobne burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/07/12 11:39:41,15,1,,
From,ALERTRCB,"Uwaga! Dzis (11.07) burze, silny wiatr, ulewny deszcz i grad. Mozliwe przerwy w dostawie pradu. Zabezpiecz rzeczy, ktore moze porwac wiatr.",2024/07/11 11:15:45,15,1,,
From,ALERTRCB,"Uwaga! Dzis i w nocy (30.06/01.07) prognozowane gwaltowne burze i bardzo silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/06/30 10:27:07,15,1,,
From,ALERTRCB,"Uwaga! Dzis (28.06) prognozowane burze z silnym wiatrem, ulewnym deszczem i lokalnie gradem. Unikaj otwartych przestrzeni, zabezpiecz dobytek.",2024/06/28 12:23:27,15,1,,
From,ALERTRCB,"Uwaga! Dzis i w nocy (27/28.06) mozliwe burze z intensywnymi opadami deszczu. Prawdopodobne lokalne podtopienia. W czasie burzy znajdz bezpieczne schronienie.",2024/06/27 12:38:44,15,1,,
From,ALERTRCB,"Uwaga! Dzis i w nocy (19/20.06) burze, ulewny deszcz, grad i silny wiatr. Mozliwe przerwy w dostawie pradu. Zabezpiecz rzeczy, ktore moze porwac wiatr.\r",2024/06/19 12:51:57,15,1,,
From,ALERTRCB,"Uwaga! Dzis, w nocy i jutro (3/4.06) prawdopodobne burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/06/03 19:49:18,15,1,,
From,ALERTRCB,"Uwaga! Dzis (1.06) prawdopodobne burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/06/01 12:22:44,15,1,,
From,ALERTRCB,"Uwaga! Dzis (1.06) prawdopodobne burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/06/01 12:20:53,15,1,,
From,ALERTRCB,"Uwaga! Dzis (31.05) prawdopodobne burze, ulewny deszcz i silny wiatr. Mozliwe podtopienia. W trakcie burzy znajdz bezpieczne schronienie.",2024/05/31 10:02:32,15,1,,
From,ALERTRCB,"Uwaga! Dzis (24.05) lokalnie mozliwe burze oraz intensywne opady deszczu i gradu. Jesli mozesz, zostan w domu. Unikaj otwartych przestrzeni.",2024/05/24 07:45:35,15,1,,
From,ALERTRCB,"Uwaga! Dzis i w nocy (22/23.05) lokalnie mozliwe burze oraz intensywne opady deszczu i gradu. Jesli mozesz, zostan w domu. Unikaj otwartych przestrzeni.",2024/05/22 10:09:46,15,1,,
From,FACEBOOK,"268294 to Twoj kod potwierdzajacy do. Ze wzgledow bezpieczenstwa nie udostepniaj go nikomu.",2024/08/03 11:59:47,30,1,,
From,+420371656501,"Dobry den, mate zmeskane hovory (2) od cisla +420371656501 ze dne 01.08.2024 13:38. T-Mobile. You have missed calls (2) from +420371656501. The last call on 01.08.2024 13:38. T-Mobile.",2024/08/02 10:03:18,29,0,,
From,Ktotam?,"Nieodebrane polaczenia. Teraz mozesz oddzwonic do: +48882723907, /13/07,19:31",2024/07/13 19:37:43,27,1,,
From,Ktotam?,"Nieodebrane polaczenia. Teraz mozesz oddzwonic do: +48882723907, /10/07,18:17",2024/07/10 19:50:45,27,1,,
From,Ktotam?,"Nieodebrane polaczenia. Teraz mozesz oddzwonic do: +48882723907, /10/07,16:48",2024/07/10 17:34:05,27,1,,
From,Huawei,"cze***@****rnet.ru był skojarzony z Twoim ID HUAWEI.",2024/07/12 22:16:11,2,1,,
From,HUAWEI,"507951 - kod weryfikacyjny Huawei do zarejestrowania ID HUAWEI.",2024/07/12 20:47:10,2,1,,
From,HUAWEI,"492582 - kod weryfikacyjny Huawei do skojarzenia numeru telefonu.",2024/03/30 11:36:16,2,0,,
From,HUAWEI,"110845 - kod weryfikacyjny Huawei.",2024/03/30 11:16:06,2,0,,
From,Huawei,"717941 - kod weryfikacyjny Huawei do zresetowania hasła.",2024/03/20 15:43:36,2,0,,
From,Huawei,"717941 - kod weryfikacyjny Huawei do zresetowania hasła.",2024/03/20 15:41:38,2,0,,
From,+48691457050,"Uzytkownik numeru +48691457050 jest juz dostepny. Mozesz do niego zadzwonic ponownie.",2024/07/05 15:49:52,6,1,,
From,+48691457050,"Dobry den, mate zmeskany hovor od cisla +48691457050 ze dne 10.06.2024 19:31.T-Mobile. Missed call notification from +48691457050 10.06.2024 19:31. T-Mobile.",2024/06/10 20:03:51,6,0,,
From,+48691457050,"Co Ty sobie myslisz?",2024/06/04 10:58:25,6,1,,
From,+48534555815,"160.;[]'/IPC160 ",2024/06/06 09:44:03,22,0,,
From,PAYPAL,"PayPal: 191504 to Twój kod bezpieczeństwa. Nie udostępniaj swojego kodu.",2024/06/04 11:01:07,18,1,,
From,PAYPAL,"PayPal: 355257 to Twój kod bezpieczeństwa. Nie udostępniaj swojego kodu.",2024/06/04 11:00:55,18,1,,
From,PAYPAL,"PayPal: 938336 to Twój kod bezpieczeństwa. Nie udostępniaj swojego kodu.",2024/06/03 19:49:13,18,1,,
From,K.Stefczyka,"Przypominamy o splacie raty umowy nr 4 w kwocie 144,56 zl do dnia 2024-06-11. W przypadku watpliwosci prosimy o kontakt z placowka Kasy Stefczyka.",2024/06/04 09:01:12,21,1,,
From,+48602950000,"Hej, w Poczcie Głosowej czeka na Ciebie nowa wiadomość. Liczba wiadomości to: 2. Odsłuchaj pod numerem +48602950000.",2024/06/03 21:04:20,19,1,,
From,TMobile,"Nie jestes jeszcze uczestnikiem Programu Magenta Moments? Czas to zmienic! W poniedzialek 3 czerwca startuja Mistrzowskie Rozgrywki. Wejdz do Aplikacji Moj T-Mobile, dolacz do Magenta Moments i zacznij strzelac gole! Do wygrania niepowtarzalne pilki. https://www.t-mobile.pl/c/magentamoments Poczuj pilkarskie emocje!",2024/05/31 10:13:28,13,1,,
From,TMobile,"Swietujemy 1 Milion Uczestnikow Magenta Moments! Rozdajemy Serca i niespodzianki! Dolacz do Programu Magenta Moments juz dzis: https://www.t-mobile.pl/c/magentamoments i odbierz Twoj jubileuszowy prezent. Swietuj z nami! Doceniamy za staz - im dluzej w sieci T-Mobile tym lepsze nagrody.\r",2024/05/17 09:42:00,13,1,,
From,TMobile,"Witaj w T-Mobile!\nSprawdz swojego maila czeka tam na Ciebie wazna wiadomosc dotyczaca m.in. pierwszej faktury. Pobierz aplikacje aby zawsze byc na biezaco i nie pozwol by cos Cie ominelo https://telekompl.page.link/witajwt-mobile",2024/05/06 08:34:09,13,1,,
From,TMobile,"Usluga VoWiFi zostala aktywowana. Juz teraz mozesz dzwonic, wysylac i odbierac SMSy i MMSy korzystajac z technologii WiFi. Usluga jest bezplatna. Sprawdz czy telefon posiada najnowsza wersje oprogramowania. Szczegoly na www.t-mobile.pl/c/volte-i-wifi",2024/05/05 15:52:51,13,1,,
From,TMobile,"Usluga VoLTE zostala aktywowana. Juz teraz mozesz dzwonic, wysylac i odbierac SMSy i MMSy korzystajac z technologii LTE. Usluga jest bezplatna. Sprawdz czy telefon posiada najnowsza wersje oprogramowania. Szczegoly na www.t-mobile.pl/c/volte-i-wifi",2024/05/05 15:52:30,13,1,,
From,TMOBILE,"Informujemy, że bezpłatny nr. Alarmowy to 112 dostępny we wszystkich krajach UE. Inne sposoby dostępu do służb ratunkowych dostępne są pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-numery-alarmowe  Informacje o systemach przekazywania ostrzeżeń publicznych dostępne są pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-ostrzezenia-publiczne",2024/05/03 13:27:31,13,1,,
From,TMOBILE,"Zgodnie z regulacjami UE, korzystanie z roamingu może podlegać dodatkowym opłatom w przypadku niestandardowego korzystania: 0,12 zł za minutę połączenia wykonanego, 0,11 zł za 10 minut połączeń odebranych, 0,12 zł za 10 sztuk wysłanych SMS, 0,09 zł za 10 sztuk wysłanych MMS, 9,20 zł brutto za 1 GB transmisji danych. Więcej o Polityce Uczciwego Korzystania na www.t-mobile.pl/regulacje W roamingu możesz korzystać z usług Premium. Przypominamy, ze usługi te mogą podlegać podwyższonym opłatom. Spis tych usług w strefie 1A znajdziesz pod bezpłatnym linkiem: https://www.t-mobile.pl/roaming-specjalne Przy korzystaniu z VoWiFi za granicą, połączenia na numery krajowe będą rozliczane jak w Polsce, a na numery zagraniczne jak połączenia międzynarodowe z Polski. Szczegóły usługi znajdziesz na www.t-mobile.pl/c/volte-i-wifi",2024/05/03 13:26:53,13,1,,
From,TMOBILE,"T-Mobile wita w kraju Czechy! Bezpłatnie korzystasz z SMS, MMS oraz połączeń wewnątrz Strefy 1A, w tym do Polski. Do pozostałych stref dzwonisz za 0,95 zł za min. Transmisja Danych w ramach Twojego miesiecznego Limitu Danych UE jest bezpłatna. Po jego wykorzystaniu korzystaj dalej z internetu w cenie  9,20 zł brutto za 1 GB lub aktywuj dodatkowe pakiety. Limit Danych i zużycie sprawdzisz bezpłatnie w aplikacji Moj T-Mobile www.t-mobile.pl/aplikacja lub za pomocą kodu *100*2*1#. Więcej szczegółów w Biuletynie Informacyjnym o Roamingu pod bezpłatnym numerem +48608929292 oraz w aplikacji i na www.t-mobile.pl Życzymy udanego wyjazdu!",2024/05/03 13:10:22,13,1,,
From,TMobile,"Usluga aktywna. Jestes chroniony, korzystaj z internetu bez obaw. Sprawdz swoj status ochrony www.t-mobile.pl/bezp-surf  Pierwszy miesiac uslugi za 0 zl, potem 4 zl/msc. Rezygnacja mozliwa w kazdym momencie. Sprawdz regulamin: www.t-mobile.pl/surf-reg",2024/05/03 09:34:00,13,1,,
From,+48602900,"T-Mobile: Twoj okres rozlicz. trwa od 05 do 04 nastepnego miesiaca. Koszty polaczen pod nr 602963 (29gr). Szczegoly na fakturze, zaloguj sie na www.t-mobile.pl.",2024/05/03 09:34:08,14,1,,
From,Verify,"[TikTok Ads] 9618 is your verification code, valid for 5 minutes. To keep your account safe, never forward this code.",2024/04/20 13:39:58,12,0,,
From,SMSINFO,"Twój kod uwierzytelniania HP to 566511\n\n@hp.com #566511",2024/04/03 11:37:43,11,0,,
From,+420776016853,"<#> 092167 to Twój kod potwierdzający do Facebooka Laz+nxCarLW",2024/04/02 10:49:36,9,0,,
From,Info,"Telegram code: 40467\n\nYou can also tap on this link to log in:\nhttps://t.me/login/40467\n\noLeq9AcOZkT",2024/03/24 17:00:16,7,0,,
From,5602,"POTVRZENI DOBITI: Parada, na Predplacene karte 604242416 jsme prave navysili kredit o 300 Kc. K dobitemu kreditu jsme navic jeste pripsali bonus 100 Kc a ten plati do 12.12.2028. Celkovy zustatek kreditu je 410 Kc. Ceny predplacenych sluzeb na vasi SIM karte zustavaji stale stejne. Kod transakce: 1476794268. Hezky den, Vas T-Mobile",2024/03/22 14:09:58,3,0,,
From,MSkwarek,"Dzis o 20.00 webinar z pisania skutecznych opisow i ogloszen. Wejdz o 20:00 na https://5dnizai.eu/widai/d4 WypiszzSMS http://u35.pl/",2024/03/20 15:34:17,1,0,,
